SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE_TYPE,LM_START_WT,TAP_O2,O2AFTERCELOX,LTA,FIRSTMEASTEMP,STATION,LIME,SIMN,ALBAR
27483621,2021-11-10 10:43:13.177,N,21204922,JDHTR46TCZ,197,1253,0,45.08,1542,2,959,1188,330
27483594,2021-11-10 10:43:13.173,N,21405147,JDHCG04B1N,189,1180,0,5783.45,0,4,959,196,0
27483336,2021-11-10 10:43:13.170,N,21305145,JDHCG04B1N,200,1180,0,15493.85,1600,3,1209,192,484
27483093,2021-11-10 10:43:13.160,N,21204921,JDTL0550DN,190,755,0,37.63,1522,5,513,1786,44
27482292,2021-11-10 10:43:13.157,N,21204922,JDTL0550DN,197,1253,0,45.08,0,2,959,1188,0
27482096,2021-11-10 10:43:13.153,N,21105035,JDHTR46TCZ,190,1210,27,0,1545,1,1044,1147,330
27482127,2021-11-10 10:43:13.153,N,21204921,JDTL0550DN,190,755,0,37.63,1522,5,513,1786,0
27481703,2021-11-10 10:43:13.143,N,21204921,JDTL0550DN,190,755,0,37.63,0,5,513,1786,0
27481613,2021-11-10 10:43:13.140,N,21305145,JDHCG04B1N,200,1180,0,15493.85,1600,3,1209,192,484
27481462,2021-11-10 10:43:13.137,N,21305145,JDTL0550DN,200,1180,0,15493.85,0,3,1209,192,0
27481345,2021-11-10 10:43:13.127,N,21204920,JDTL0550DN,186,864,0,58.8,1601,5,361,1779,44
27480919,2021-11-10 10:43:13.123,N,21405146,JDHCG04B1N,187,1030,0,65.08,1572,4,1185,196,440
27480787,2021-11-10 10:43:13.100,N,21204920,JDTL0550DN,186,864,0,58.8,1601,5,361,1779,44
27480346,2021-11-10 10:43:13.080,N,21105035,JDHTR46TCZ,189,1210,27,0,1545,1,1044,1147,330
27480116,2021-11-10 10:43:13.060,N,21105035,JDHCG04ACN,189,1210,27,0,0,1,1044,1147,0
27479971,2021-11-10 10:42:44.690,N,21405146,JDHCG04B1N,187,1030,0,65.08,1572,4,1185,196,440
27479928,2021-11-10 10:42:44.687,N,21305144,JDHTR46TCZ,182,1250,0,76.83,1569,1,927,1191,484
27479623,2021-11-10 10:42:44.680,N,21405146,JDHCG04B1N,187,1030,0,0,1572,4,1185,196,440
27479484,2021-11-10 10:42:44.673,N,21405146,JDHCG04ACN,187,1030,0,0,0,4,1185,196,0
27478577,2021-11-10 10:42:44.670,N,21305144,JDHTR46TCZ,182,1250,0,76.83,1569,1,927,1191,484
27478550,2021-11-10 10:42:44.657,N,21204920,JDTL0550DN,186,864,0,58.8,1601,5,361,1779,0
27478515,2021-11-10 10:42:44.553,N,21204921,JDTL0550DN,190,755,0,37.63,0,2,513,1786,0
27478487,2021-11-10 10:42:44.550,N,21204921,JDTL0550DN,190,755,0,37.63,0,2,513,1786,0
27478431,2021-11-10 10:42:44.510,N,21405145,JDHCG04B1N,192,800,0,45.5,1574,4,968,207,440
27478237,2021-11-10 10:42:44.500,N,21305144,JDHCG04B1N,182,1250,0,76.83,0,1,927,1191,484
27478185,2021-11-10 10:42:44.493,N,21305144,JDHCG04B1N,182,1250,0,76.83,0,3,927,1191,484
27478100,2021-11-10 10:42:44.463,N,21305144,JDHCG04B1N,182,1250,0,76.83,0,3,927,1191,0
27477903,2021-11-10 10:42:44.460,N,21405145,JDHCG04B1N,192,800,0,45.5,1574,4,968,207,440
27477864,2021-11-10 10:42:44.447,N,21405144,JDTL0550DN,177,741,0,284.73,1533,5,515,1808,110
27477571,2021-11-10 10:42:44.440,N,21105034,JDHTR46TCZ,171,0,260,17.73,1534,1,473,1153,374
27476523,2021-11-10 10:42:44.433,N,21105034,JDHTR46TCZ,171,0,260,17.73,1534,1,473,1153,374
27476081,2021-11-10 10:42:44.430,N,21405145,JDHCG04ACN,192,800,0,45.5,1574,4,968,207,440
27475877,2021-11-10 10:42:44.423,N,21405145,JDHCG04ACN,192,800,0,5598.2,0,4,968,207,0
27475791,2021-11-10 10:42:44.417,N,21305143,JDHCG04B1N,186,978,0,45.5,1589,3,1130,NULL,396
27475716,2021-11-10 10:42:44.410,N,21105034,JDTL0550DN,171,0,260,17.73,1534,1,473,1153,0
27475335,2021-11-10 10:42:44.407,N,21105033,JDHTR46TCZ,171,866,477,70.43,1558,1,12,1153,396
27474686,2021-11-10 10:42:44.400,N,21105033,JDHTR46TCZ,171,866,477,70.43,1558,1,12,1153,396
27474617,2021-11-10 10:42:44.393,N,21405144,JDTL0550DN,176,741,0,284.73,1533,5,515,1808,110
27474279,2021-11-10 10:42:44.380,N,21204920,JDTL0550DN,186,864,0,58.8,0,2,361,1779,0
27474248,2021-11-10 10:42:44.373,N,21204920,JDHCG04ACN,186,864,0,58.8,0,2,361,1779,0
27474167,2021-11-10 10:42:44.363,N,21305143,JDHCG04B1N,186,978,0,45.5,1589,3,1130,NULL,396
27473799,2021-11-10 10:42:44.303,N,21405144,JDTL0550DN,176,741,0,284.73,0,5,515,1808,110
27473750,2021-11-10 10:42:44.297,N,21204918,JDTL0550DN,181,845,0,80.25,1552,5,258,1791,44
27473725,2021-11-10 10:42:44.290,N,21305143,JDHCG04B1N,186,978,0,45.5,0,3,1130,NULL,0
27473507,2021-11-10 10:42:44.287,N,21105033,JDHTR46TCZ,171,866,477,70.43,1558,1,12,1153,0
27473332,2021-11-10 10:42:44.280,N,21105033,JDHTR46TCZ,171,866,477,70.43,0,1,12,1153,0
27473313,2021-11-10 10:42:44.273,N,21305142,JDHCG04B1N,182,1010,0,356.5,1557,3,935,173,396
27473006,2021-11-10 10:42:44.267,N,21105033,JDTL0550DN,171,866,477,70.43,0,1,12,1153,0
27472973,2021-11-10 10:42:44.240,N,21105033,JDTL0550DN,171,866,477,70.43,0,1,12,1153,0
27472844,2021-11-10 10:42:44.237,N,21204919,JDHCG04ACN,181,996,0,0,0,2,2821,NULL,418
27472836,2021-11-10 10:42:44.217,N,21204919,JDHCG04ACN,181,996,0,0,0,2,2821,NULL,418
27472601,2021-11-10 10:42:44.167,N,21204919,JDHCG04ACN,181,996,0,0,1570,2,1157,NULL,418
27472182,2021-11-10 10:42:44.160,N,21405144,JDTL0550DN,176,741,0,284.73,0,4,515,1808,110
27472127,2021-11-10 10:42:44.153,N,21405144,JDTL0550DN,176,741,0,284.73,0,4,515,1808,0
27471771,2021-11-10 10:42:44.150,N,21405144,JDTL0550DN,176,741,0,284.73,0,4,515,1808,0
27471735,2021-11-10 10:42:44.143,N,21405144,JDHCG04B1N,176,741,0,284.73,0,4,515,1808,0
27471508,2021-11-10 10:42:44.137,N,21204918,JDTL0550DN,180,845,0,80.25,1552,5,258,1791,44
27471507,2021-11-10 10:42:44.130,N,21204919,JDHCG04ACN,181,996,0,0,1570,2,1157,NULL,418
27471032,2021-11-10 10:42:44.127,N,21305142,JDHCG04B1N,182,1010,0,356.5,1557,3,935,173,396
27470910,2021-11-10 10:42:44.120,N,21204918,JDHCR04ACN,180,845,0,80.25,0,5,258,1791,0
27470714,2021-11-10 10:42:44.113,N,21204919,JDHCG04ACN,181,996,0,0,1570,2,1157,NULL,0
27470685,2021-11-10 10:42:44.110,N,21405143,JDHCG04B1N,173,1070,0,48.43,1572,4,1170,NULL,396
27470613,2021-11-10 10:42:44.103,N,21305142,JDHCG04B1N,182,1010,0,356.5,0,3,935,173,0
27470539,2021-11-10 10:42:44.097,N,21405142,JDTL0550DN,181,790,2,76.45,1539,5,608,1816,44
27470426,2021-11-10 10:42:44.090,N,21204919,JDTL0550DN,181,996,0,0,0,2,1157,NULL,0
27470001,2021-11-10 10:42:44.087,N,21105032,JDHCG04ACN,176,1202,0,132.48,1577,1,1093,NULL,418
27468910,2021-11-10 10:42:44.067,N,21405142,JDTL0550DN,180,790,2,76.45,1539,5,608,1816,44
27468769,2021-11-10 10:42:44.057,N,21105032,JDHCG04ACN,176,1202,0,132.48,1577,1,1093,NULL,418
27468758,2021-11-10 10:42:44.050,N,21405143,JDHCG04B1N,173,1070,0,48.43,1572,4,1170,NULL,396
27468633,2021-11-10 10:42:44.043,N,21105032,JDHCG04ACZ,176,1202,0,132.48,0,1,1093,NULL,0
27468297,2021-11-10 10:42:44.040,N,21305141,JDHCG04B1N,195,1050,0,118.52,1567,3,1134,NULL,396
27468259,2021-11-10 10:42:44.033,N,21405142,JDTL0550DN,180,790,2,76.45,1539,5,608,1816,0
27468156,2021-11-10 10:42:44.027,N,21405143,JDHCG04ACN,173,1070,0,48.43,1572,4,1170,NULL,0
27468154,2021-11-10 10:42:44.020,N,21405143,JDHCG04ACN,173,1070,0,48.43,0,4,1170,NULL,0
27467767,2021-11-10 10:42:44.017,N,21105031,JDHCG04ACN,174,1173,0,120.22,1549,1,1091,NULL,418
27467734,2021-11-10 10:42:43.983,N,21405142,JDTL0550DN,180,790,2,138.23,0,5,608,1816,0
27467154,2021-11-10 10:42:43.943,N,21405142,JDTL0550DN,180,790,2,138.23,0,4,608,1816,0
27466887,2021-11-10 10:42:43.927,N,21204918,JDHCR04ACN,180,845,0,80.25,0,2,258,1791,0
27466869,2021-11-10 10:42:43.920,N,21204918,JDHCR04ACN,180,845,0,80.25,0,2,258,1791,0
27466419,2021-11-10 10:42:43.913,N,21305141,JDHCG04B1N,195,1050,0,118.52,1567,3,1134,NULL,396
27466418,2021-11-10 10:42:43.907,N,21105031,JDHCG04ACN,174,1173,0,120.22,1549,1,1091,NULL,418
27466028,2021-11-10 10:42:43.900,N,21305141,JDHWT41KLZ,195,1050,0,118.52,0,3,1134,NULL,0
27466017,2021-11-10 10:42:43.847,N,21305140,JDHCG04B1N,186,982,0,195.62,1529,3,1131,NULL,396
27465882,2021-11-10 10:42:43.840,N,21305140,JDHCG04B1N,186,982,0,195.62,1529,3,1131,NULL,396
27465487,2021-11-10 10:42:43.833,N,21405142,JDHCG04ACN,180,790,2,138.23,0,4,608,1816,0
27465461,2021-11-10 10:42:43.830,N,21105031,JDHCG04ACN,174,1173,0,120.22,1549,1,1091,NULL,0
27465301,2021-11-10 10:42:43.820,N,21105031,JDTL0550DN,174,1173,0,120.22,0,1,1091,NULL,0
27465212,2021-11-10 10:42:43.787,N,21204917,JDHCG04ACN,181,1127,386,0,1598,2,1159,NULL,396
27463710,2021-11-10 10:42:43.683,N,21305140,JDHCG04ACN,186,982,0,195.62,1529,3,1131,NULL,396
27463698,2021-11-10 10:42:43.463,N,21204917,JDHCG04ACN,180,1127,386,0,1598,2,1159,NULL,396
27463406,2021-11-10 10:42:43.457,N,21305140,JDHCG04ACN,186,982,0,195.62,0,3,1131,NULL,0
27463378,2021-11-10 10:42:43.440,N,21405141,JDHCG04B1N,181,918,0,163.23,1540,4,1218,NULL,396
27462560,2021-11-10 10:42:43.433,N,21204917,JDHCG04ACN,180,1127,386,0,1598,2,1159,NULL,0
27462433,2021-11-10 10:42:43.427,N,21204917,JDHCG04ACN,180,1127,386,0,0,2,1159,NULL,0
27462228,2021-11-10 10:42:43.417,N,21105030,JDHCG04ACN,184,1303,272,158.92,1558,1,1740,NULL,396
27460806,2021-11-10 10:42:43.397,N,21405141,JDHCG04B1N,181,918,0,163.23,1540,4,1218,NULL,396
27460652,2021-11-10 10:42:43.390,N,21405141,JDHCG04ACN,181,918,0,163.23,0,4,1218,NULL,0
27460576,2021-11-10 10:42:43.383,N,21305139,JDHCG04B1N,174,1020,0,59.92,1571,3,1131,NULL,440
27460160,2021-11-10 10:42:43.377,N,21105030,JDHCG04ACN,184,1303,272,158.92,1558,1,1740,NULL,396
27459592,2021-11-10 10:42:43.370,N,21305138,JDTL0550DN,171,785,0,136.38,1532,5,492,1780,66
27459424,2021-11-10 10:42:43.367,N,21105030,JDHCG04ACN,184,1303,272,158.92,0,1,1740,NULL,396
27459387,2021-11-10 10:42:43.360,N,21405140,JDHCG04ACN,184,1200,0,130.1,1555,1,2519,215,374
27459003,2021-11-10 10:42:43.353,N,21305138,JDTL0550DN,169,785,0,136.38,1532,5,492,1780,66
27458621,2021-11-10 10:42:43.350,N,21305139,JDHCG04B1N,174,1020,0,59.92,1571,3,1131,NULL,440
27458547,2021-11-10 10:42:43.343,N,21405140,JDHCG04ACN,184,1200,0,130.1,1555,1,2519,215,374
27458403,2021-11-10 10:42:43.337,N,21105030,JDHCG04ACN,184,1303,272,163,0,1,1091,NULL,396
27458374,2021-11-10 10:42:43.330,N,21305139,JDHCG04ACN,174,1020,0,59.92,0,3,1131,NULL,0
27457749,2021-11-10 10:42:43.320,N,21405140,JDHCG04ACN,184,1200,0,130.1,1538,4,1186,215,374
27457723,2021-11-10 10:42:43.310,N,21405140,JDHCG04ACN,184,1200,0,130.1,1538,4,1186,215,374
27457721,2021-11-10 10:42:43.303,N,21105030,JDTL0550DN,184,1303,272,103.92,0,1,1091,NULL,0
27457592,2021-11-10 10:42:43.297,N,21305138,JDTL0550DN,169,785,0,136.38,1532,5,492,1780,0
27457191,2021-11-10 10:42:43.290,N,21305138,JDTL0550DN,169,785,0,136.38,0,5,492,1780,0
27457000,2021-11-10 10:42:43.283,N,21204916,JDHCG04ACN,184,835,174,1489.95,1597,2,1159,NULL,396
27456586,2021-11-10 10:42:43.277,N,21405140,JDHCG04B1N,184,1200,0,130.1,1538,4,1186,215,374
27456431,2021-11-10 10:42:43.217,N,21405140,JDHWT41KLZ,184,1200,0,130.1,0,4,1186,215,0
27455829,2021-11-10 10:42:16.933,N,21105028,JDTL0550DN,185,1356,0,130.02,1540,5,859,2706,66
27455547,2021-11-10 10:42:16.930,N,21305138,JDTL0550DN,169,785,0,136.38,0,3,492,1780,0
27455536,2021-11-10 10:42:16.923,N,21305138,JDTL0550DN,170,785,0,136.38,0,3,492,1780,0
27455199,2021-11-10 10:42:16.917,N,21204916,JDHCG04ACN,184,835,174,1489.95,1597,2,1159,NULL,396
27455005,2021-11-10 10:42:16.910,N,21204916,JDT00550DN,184,835,174,1489.95,0,2,1159,NULL,0
27454863,2021-11-10 10:42:16.903,N,21105029,JDHCG04ACN,187,1303,0,158.72,1573,1,1215,155,396
27454689,2021-11-10 10:42:16.893,N,21405139,JDHCG04B1N,25,1030,0,127.97,1533,4,1123,NULL,440
27453858,2021-11-10 10:42:16.890,N,21105029,JDHCG04ACN,187,1303,0,158.72,1573,1,1215,155,396
27453730,2021-11-10 10:42:16.883,N,21405139,JDHCG04B1N,25,1030,0,127.97,1533,4,1123,NULL,440
27453397,2021-11-10 10:42:16.877,N,21105029,JDHCG04ACN,187,1303,0,158.72,1573,1,1215,155,0
27453384,2021-11-10 10:42:16.870,N,21105029,JDHST29ACN,187,1303,0,158.72,0,1,1215,155,0
27452927,2021-11-10 10:42:16.867,N,21105028,JDTL0550DN,185,1356,0,130.02,1540,5,859,2706,66
27452788,2021-11-10 10:42:16.860,N,21405139,JDHCG04B1N,25,1030,0,127.97,1533,4,1123,NULL,0
27452652,2021-11-10 10:42:16.853,N,21405139,JDHCG04B1N,25,1030,0,127.97,0,4,1123,NULL,0
27452456,2021-11-10 10:42:16.850,N,21105028,JDTL0550DN,185,1356,0,130.02,0,5,859,2706,66
27452284,2021-11-10 10:42:16.843,N,21204915,JDHCG04ACN,195,854,112,52.85,1579,2,959,195,440
27452271,2021-11-10 10:42:16.820,N,21305137,JDHCG04B1N,184,1510,0,418.97,1590,3,1040,NULL,440
27452028,2021-11-10 10:42:16.770,N,21305136,JDTL0550DN,194,736,125,135.05,1533,5,934,1473,22
27450707,2021-11-10 10:42:16.717,N,21204915,JDHCG04ACN,195,854,112,52.85,1579,2,959,195,440
27450467,2021-11-10 10:42:16.500,N,21305136,JDTL0550DN,193,736,125,135.05,1533,5,934,1473,22
27450410,2021-11-10 10:42:16.490,N,21305137,JDHCG04B1N,184,1510,0,418.97,1590,3,1040,NULL,440
27450373,2021-11-10 10:42:16.483,N,21204915,JDHCG04ACZ,195,854,112,52.85,0,2,959,195,0
27450261,2021-11-10 10:42:16.480,N,21305137,JDHCG04B1N,184,1510,0,418.97,0,3,1040,NULL,0
27449715,2021-11-10 10:42:16.473,N,21105028,JDTL0550DN,185,1356,0,0,1570,1,859,2706,66
27449641,2021-11-10 10:42:16.467,N,21105028,JDTL0550DN,185,1356,0,0,1570,1,859,2706,0
27449482,2021-11-10 10:42:16.460,N,21405138,JDHCG04B1N,184,1000,38,1504.65,1583,4,1197,NULL,440
27449279,2021-11-10 10:42:16.457,N,21204914,JDHCG04ACN,188,1096,0,104.23,1545,2,960,NULL,440
27449109,2021-11-10 10:42:16.450,N,21105028,JDTL0550DN,185,1356,0,0,0,1,859,2706,0
27449089,2021-11-10 10:42:16.443,N,21305136,JDTL0550DN,193,736,125,135.05,1533,5,934,1473,0
27449066,2021-11-10 10:42:16.433,N,21405138,JDHCG04B1N,184,1000,38,1504.65,1583,4,1197,NULL,440
27448752,2021-11-10 10:42:16.417,N,21305136,JDTL0550DN,193,736,125,135.05,0,5,934,1473,0
27448211,2021-11-10 10:42:16.210,N,21405138,JDHCG04B1N,184,1000,38,0,1583,4,1197,NULL,440
27448082,2021-11-10 10:42:16.203,N,21204914,JDHCG04ACN,188,1096,0,104.23,1545,2,960,NULL,440
27447614,2021-11-10 10:42:16.200,N,21405138,JDHCG04ACN,184,1000,38,0,1583,4,1197,NULL,440
27447502,2021-11-10 10:42:16.193,N,21405138,JDHST29ACN,184,1000,38,0,0,4,1197,NULL,0
27447050,2021-11-10 10:42:16.187,N,21204914,JDHCG04ACN,188,1096,0,198.53,1545,2,960,NULL,440
27446755,2021-11-10 10:42:16.180,N,21204914,JDHWT41KLZ,188,1096,0,198.53,0,2,960,NULL,0
27446707,2021-11-10 10:42:16.177,N,21405136,JDHCG04ACN,177,806,172,15.18,1564,1,1345,NULL,418
27446435,2021-11-10 10:42:16.170,N,21405137,JDHCG04ACN,183,1100,0,149.68,1587,4,840,NULL,440
27446354,2021-11-10 10:42:16.163,N,21305136,JDTL0550DN,193,736,125,135.05,0,3,934,1473,0
27446326,2021-11-10 10:42:16.157,N,21305136,JDTL0550DN,193,736,125,135.05,0,3,934,1473,0
27445326,2021-11-10 10:42:16.153,N,21405136,JDHCG04ACN,177,806,172,15.18,1564,1,1345,NULL,418
27444204,2021-11-10 10:42:16.143,N,21405137,JDHCG04ACN,183,1100,0,149.68,1587,4,840,NULL,440
27444184,2021-11-10 10:42:16.137,N,21405136,JDHCG04ACN,177,806,172,15.18,0,1,1345,NULL,418
27444125,2021-11-10 10:42:16.123,N,21204913,JDHCG04ACN,186,911,0,166.63,0,2,2932,NULL,440
27444115,2021-11-10 10:42:16.117,N,21204913,JDHCG04ACN,186,911,0,166.63,0,2,2932,NULL,440
27444088,2021-11-10 10:42:16.100,N,21204913,JDHCG04ACN,187,911,0,166.63,1589,2,959,NULL,440
27444038,2021-11-10 10:42:16.093,N,21405137,JDHCG04ACN,183,1100,0,0,0,4,840,NULL,0
27443914,2021-11-10 10:42:16.090,N,21305135,JDHCG04ACN,189,879,0,89.83,1568,3,1045,NULL,440
27443491,2021-11-10 10:42:16.083,N,21405136,JDHCG04ACN,177,806,172,222.68,1580,1,1223,NULL,418
27443440,2021-11-10 10:42:16.077,N,21204913,JDHCG04ACN,187,911,0,166.63,1589,2,959,NULL,440
27442923,2021-11-10 10:42:16.070,N,21204913,JDHST29ACN,187,911,0,166.63,1589,2,959,NULL,440
27442813,2021-11-10 10:42:16.060,N,21204913,JDHST29ACN,187,911,0,166.63,0,2,959,NULL,0
27442265,2021-11-10 10:42:16.057,N,21305135,JDHCG04ACN,189,879,0,89.83,1568,3,1045,NULL,440
27442228,2021-11-10 10:42:16.050,N,21305135,JDHCG04ACN,189,879,0,89.83,1568,3,1045,NULL,0
27442139,2021-11-10 10:42:16.043,N,21305135,JDHCG04ACN,189,879,0,89.83,0,3,1045,NULL,0
27442075,2021-11-10 10:42:15.953,N,21405136,JDHCG04ACN,177,806,172,222.68,1580,1,1223,NULL,418
27441599,2021-11-10 10:42:15.947,N,21405136,JDHCG04ACN,177,806,172,222.68,0,1,1223,NULL,418
27441570,2021-11-10 10:42:15.940,N,21204912,JDHST29ACN,198,734,288,46.43,1573,2,959,195,440
27441509,2021-11-10 10:42:15.933,N,21305134,JDHST29ACN,191,1070,0,100.52,1565,3,934,NULL,418
27441251,2021-11-10 10:42:15.877,N,21405136,JDHCG04ACN,177,806,172,0,0,4,1223,NULL,418
27441241,2021-11-10 10:42:15.873,N,21405136,JDHCG04ACN,177,806,172,0,0,4,1223,NULL,0
27440235,2021-11-10 10:42:15.867,N,21305134,JDHST29ACN,191,1070,0,100.52,1565,3,934,NULL,418
27440152,2021-11-10 10:42:15.860,N,21204912,JDHST29ACN,197,734,288,46.43,1573,2,959,195,440
27440082,2021-11-10 10:42:15.853,N,21204912,JDHMC20BCS,197,734,288,46.43,0,2,959,195,0
27439894,2021-11-10 10:42:15.843,N,21405135,JDHST29ACN,198,966,0,0,1571,4,1060,NULL,418
27439677,2021-11-10 10:42:15.837,N,21305134,JDHST29ACN,191,1070,0,0,0,3,934,NULL,0
27439640,2021-11-10 10:42:15.833,N,21204911,JDHST29ACN,195,966,0,72.48,1569,1,2345,NULL,440
27439321,2021-11-10 10:42:15.827,N,21204911,JDHST29ACN,195,966,0,72.48,1569,1,2345,NULL,440
27439278,2021-11-10 10:42:15.820,N,21204911,JDHST29ACN,195,966,0,72.48,0,1,2345,NULL,440
27439099,2021-11-10 10:42:15.817,N,21204911,JDHST29ACN,195,966,0,72.48,1547,2,850,NULL,440
27438838,2021-11-10 10:42:15.810,N,21405135,JDHST29ACN,198,966,0,0,1571,4,1060,NULL,418
27438684,2021-11-10 10:42:15.803,N,21405135,JDHCG04ACZ,198,966,0,0,0,4,1060,NULL,0
27438549,2021-11-10 10:42:15.800,N,21204911,JDHST29ACN,195,966,0,72.48,1547,2,850,NULL,440
27438516,2021-11-10 10:42:15.793,N,21305133,JDHCG04ACN,188,937,96,0,0,1,2026,NULL,858
27438502,2021-11-10 10:42:15.790,N,21305133,JDHCG04ACN,188,937,96,0,0,1,2026,NULL,858
27438144,2021-11-10 10:42:15.780,N,21405134,JDHST29ACN,175,845,67,117.1,1531,4,NULL,243,440
27438006,2021-11-10 10:42:15.777,N,21204911,JDHST29ACN,195,966,0,72.48,1547,2,850,NULL,0
27437827,2021-11-10 10:42:15.770,N,21204911,JDHST29ACN,195,966,0,72.48,0,2,850,NULL,0
27437775,2021-11-10 10:42:15.763,N,21305133,JDHCG04ACN,188,937,96,0,1549,1,931,NULL,858
27437434,2021-11-10 10:42:15.760,N,21405134,JDHST29ACN,175,845,67,117.1,1531,4,NULL,243,440
27436800,2021-11-10 10:42:15.753,N,21305133,JDHCG04ACN,187,937,96,0,1549,1,931,NULL,858
27436726,2021-11-10 10:42:15.747,N,21305133,JDHCG04ACN,187,937,96,0,0,1,931,NULL,418
27436656,2021-11-10 10:42:15.740,N,21405134,JDHCG04ACN,175,845,67,0,1531,4,NULL,243,440
27436470,2021-11-10 10:42:15.737,N,21305133,JDHCG04ACN,187,937,96,0,0,3,931,NULL,418
27436347,2021-11-10 10:42:15.727,N,21305133,JDHCG04ACN,187,937,96,0,0,3,931,NULL,0
27436069,2021-11-10 10:42:15.723,N,21405134,JDHCG04ACZ,175,845,67,0,0,4,NULL,243,0
27435777,2021-11-10 10:42:15.713,N,21204910,JDHCG04ACN,194,952,187,17.43,1601,2,850,NULL,396
27435716,2021-11-10 10:42:15.710,N,21305132,JDHCG04ACN,185,1100,0,94.6,1547,3,822,191,330
27435100,2021-11-10 10:42:15.703,N,21204910,JDHCG04ACN,194,952,187,17.43,1601,2,850,NULL,396
27434827,2021-11-10 10:42:15.700,N,21105027,JDTL0550DN,185,1190,306,58.38,1610,5,NULL,962,22
27434494,2021-11-10 10:42:15.693,N,21204910,JDHCG04ACN,194,952,187,17.43,1601,2,850,NULL,0
27434409,2021-11-10 10:42:15.683,N,21305132,JDHCG04ACN,185,1100,0,94.6,1547,3,822,191,330
27434334,2021-11-10 10:42:15.680,N,21204910,JDHCG04ACN,194,952,187,17.43,0,2,850,NULL,0
27434264,2021-11-10 10:42:15.677,N,21305132,JDHCG04ACN,185,1100,0,0,0,3,822,191,0
27434206,2021-11-10 10:42:15.667,N,21405133,JDHCG04ACN,207,788,138,61.08,1560,4,961,NULL,440
27433720,2021-11-10 10:42:15.663,N,21105027,JDTL0550DN,183,1190,306,58.38,1610,5,NULL,962,22
27433457,2021-11-10 10:42:15.660,N,21204909,JDHCG04ACN,195,738,147,59.63,0,2,2142,NULL,440
27433445,2021-11-10 10:42:15.653,N,21204909,JDHCG04ACN,195,738,147,59.63,0,2,2142,NULL,440
27433345,2021-11-10 10:42:15.527,N,21105027,JDTL0550DN,183,1190,306,58.38,1610,5,NULL,962,0
27433226,2021-11-09 14:55:25.130,N,21204909,JDHCG04ACN,195,738,147,91,1577,2,1145,NULL,440
27433226,2021-11-09 14:55:23.573,N,21204909,JDHCG04ACN,195,738,147,91,1577,2,1145,NULL,440
27433002,2021-11-09 14:49:45.710,N,21105027,JDTL0550DN,183,1190,306,58.38,0,5,NULL,962,0
27432573,2021-11-09 14:38:43.137,N,21105027,JDT0500DCN,183,1190,306,58.38,0,1,NULL,962,0
27432546,2021-11-09 14:38:13.113,N,21105027,JDHWT41KLZ,183,1190,306,0,0,1,NULL,962,0
27432465,2021-11-09 14:36:13.090,N,21405133,JDHCG04ACN,207,788,138,61.08,1560,4,961,NULL,440
27432197,2021-11-09 14:30:43.103,N,21405133,JDHCG04ACN,207,788,138,0,0,4,961,NULL,0
27432086,2021-11-09 14:29:43.113,N,21204909,JDHCG04ACN,194,738,147,91,1577,2,1145,NULL,440
27431321,2021-11-09 14:17:43.113,N,21305131,JDHCG04ACN,191,1340,0,0,1599,3,822,NULL,440
27430875,2021-11-09 14:08:43.073,N,21405132,JDTL0550DN,171,882,78,43.8,1580,5,1216,1529,44
27430569,2021-11-09 14:03:13.100,N,21105026,JDHCG04ACN,189,980,0,90.53,1589,1,1095,NULL,396
27430418,2021-11-09 14:00:13.287,N,21204909,JDHCG04ACN,194,738,147,4628.75,1577,2,1145,NULL,440
27430259,2021-11-09 13:57:13.143,N,21204909,JDHWT41KLZ,194,738,147,4628.75,0,2,1145,NULL,0
27430116,2021-11-09 13:54:13.057,N,21405132,JDTL0550DN,171,882,78,43.8,1580,5,1216,1529,44
27429737,2021-11-09 13:47:43.073,N,21405132,JDTL0550DN,171,882,78,43.8,0,5,1216,1529,44
27429709,2021-11-09 13:47:13.053,N,21305131,JDHCG04ACN,191,1340,0,0,1599,3,822,NULL,440
27429536,2021-11-09 13:43:13.050,N,21305131,JDHCG04ACN,191,1340,0,0,0,3,822,NULL,0
27429172,2021-11-09 13:34:13.097,N,21405132,JDTL0550DN,171,882,78,64.07,1585,4,1115,1529,44
27428932,2021-11-09 13:29:13.097,N,21405132,JDTL0550DN,171,882,78,64.07,1585,4,1115,1529,44
27428720,2021-11-09 13:23:43.033,N,21105026,JDHCG04ACN,189,980,0,90.53,1589,1,1095,NULL,396
27428593,2021-11-09 13:20:43.110,N,21405132,JDHCG04B1N,171,882,78,0,0,4,1115,1529,0
27428537,2021-11-09 13:19:13.037,N,21105026,JDT00550DN,189,980,0,0,0,1,1095,NULL,0
27428416,2021-11-09 13:16:13.110,N,21204908,JDHST29ACN,190,957,0,54.27,1578,2,959,NULL,440
27428340,2021-11-09 13:15:13.107,N,21305130,JDHCG04ACN,187,1070,0,80.65,1565,3,1037,194,440
27426412,2021-11-09 12:46:12.980,N,21305129,JDTL0550DN,181,1110,0,107.02,1538,5,1101,1667,44
27426142,2021-11-09 12:41:12.980,N,21305130,JDHCG04ACN,187,1070,0,80.65,1565,3,1037,194,440
27425906,2021-11-09 12:36:43.100,N,21305130,JDTL0550DN,187,1070,0,80.65,0,3,1037,194,0
