SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE_TYPE,LM_START_WT,TAP_O2,O2AFTERCELOX,LTA,FIRSTMEASTEMP,STATION,LIME,SIMN,ALBAR
33333861,2022-02-08 05:02:20.077,N,22200665,JDTL0550DN,186,511,185,2.22,1597,5,512,1779,88
33333841,2022-02-08 05:01:50.070,N,22100657,JDTL0550DN,199,1178,0,0,0,1,967,NULL,0
33333294,2022-02-08 04:48:20.060,N,22200665,JDTL0550DN,186,511,185,2.22,0,5,512,1779,88
33333252,2022-02-08 04:47:20.057,N,22200664,JDTL0550DN,184,1013,0,80.42,1595,5,515,1788,66
33333117,2022-02-08 04:44:20.060,N,22300699,JDHST29EXZ,198,873,0,98.9,1585,3,924,NULL,396
33333062,2022-02-08 04:42:50.057,N,22200665,JDTL0550DN,186,511,185,0,0,2,512,1779,88
33332926,2022-02-08 04:39:50.057,N,22200665,JDHCG04ACN,186,511,185,0,0,2,512,1779,0
33332763,2022-02-08 04:36:20.053,N,22100656,JDHCG04B1N,190,1026,0,53.77,0,1,1801,NULL,440
33332736,2022-02-08 04:35:50.083,N,22100656,JDHCG04B1N,190,1026,0,53.77,0,1,1801,NULL,440
33332730,2022-02-08 04:35:50.053,N,22400701,JDTL0550DN,192,878,124,50.97,1591,4,1012,1717,66
33332722,2022-02-08 04:35:20.050,N,22300699,JDHST29EXZ,198,873,0,0,0,3,924,NULL,0
33332559,2022-02-08 04:32:20.047,N,22400701,JDTL0550DN,192,878,124,50.97,1591,4,1012,1717,66
33332445,2022-02-08 04:30:50.037,N,22100656,JDHCG04B1N,190,1026,0,64.47,1595,1,1215,NULL,440
33332009,2022-02-08 04:22:20.047,N,22400701,JDHST29EXZ,192,878,124,50.97,0,4,1012,1717,0
33331921,2022-02-08 04:20:50.033,N,22400700,JDHST29EXZ,199,671,72,80.95,1604,4,1012,NULL,440
33331673,2022-02-08 04:15:50.037,N,22100656,JDHCG04B1N,190,1026,0,64.47,1595,1,1215,NULL,440
33331596,2022-02-08 04:14:20.033,N,22200664,JDTL0550DN,183,1013,0,80.42,1595,5,515,1788,66
33330907,2022-02-08 03:59:50.067,N,22300698,JDHST29EXZ,186,926,0,0,0,3,1539,NULL,396
33330899,2022-02-08 03:59:50.030,N,22300698,JDHST29EXZ,186,926,0,0,0,3,1539,NULL,396
33330767,2022-02-08 03:57:20.017,N,22200664,JDTL0550DN,183,1013,0,80.42,0,5,515,1788,66
33330742,2022-02-08 03:56:50.020,N,22100656,JDHST29EXZ,190,1026,0,64.47,1595,1,1215,NULL,440
33330598,2022-02-08 03:53:50.023,N,22200663,JDTL0550DN,190,847,336,73.67,1549,5,847,1788,44
33330408,2022-02-08 03:50:20.010,N,22300698,JDHST29EXZ,185,926,0,0,1581,3,929,NULL,396
33330247,2022-02-08 03:47:20.010,N,22100656,JDHST29EXZ,190,1026,0,0,0,1,1215,NULL,0
33329718,2022-02-08 03:36:20.000,N,22200664,JDTL0550DN,183,1013,0,0,0,2,515,1788,66
33329603,2022-02-08 03:34:19.990,N,22200664,JDHCG04ACN,183,1013,0,0,0,2,515,1788,0
33329191,2022-02-08 03:26:49.987,N,22300698,JDHST29EXZ,186,926,0,0,1581,3,929,NULL,396
33329112,2022-02-08 03:25:19.987,N,22100655,JDHST29EXZ,187,831,143,38.82,1589,1,1215,NULL,440
33328797,2022-02-08 03:19:19.970,N,22300698,JDHST29EXZ,186,926,0,0,0,3,929,NULL,0
33328513,2022-02-08 03:13:49.963,N,22200663,JDTL0550DN,189,847,336,73.67,1549,5,847,1788,44
33328100,2022-02-08 03:05:19.953,N,22400700,JDHST29EXZ,200,671,72,80.95,1604,4,1012,NULL,440
33327981,2022-02-08 03:03:19.963,N,22400700,JDTL0550DN,200,671,72,0,0,4,1012,NULL,0
33327782,2022-02-08 02:58:49.943,N,22200663,JDHST29EXZ,189,847,336,73.67,0,5,847,1788,44
33327774,2022-02-08 02:58:19.950,N,22300697,JDHST29EXZ,185,756,0,50.15,1574,3,1506,NULL,396
33327726,2022-02-08 02:58:19.947,N,22100654,JDTL0550DN,190,492,182,30.83,1554,5,597,1747,66
33327602,2022-02-08 02:55:49.953,N,22100655,JDHST29EXZ,187,831,143,38.82,1589,1,1215,NULL,440
33327476,2022-02-08 02:53:19.940,N,22100655,JDHST29EXZ,187,831,143,38.82,0,1,1215,NULL,0
33327387,2022-02-08 02:51:19.950,N,22300697,JDHST29EXZ,185,756,0,50.15,1574,3,1506,NULL,396
33327342,2022-02-08 02:50:49.950,N,22400699,JDHST29EXZ,187,688,314,78.13,1566,1,1020,NULL,484
33327299,2022-02-08 02:50:19.950,N,22300697,JDHST29EXZ,185,756,0,50.15,0,3,1506,NULL,396
33326860,2022-02-08 02:40:19.940,N,22300697,JDHST29EXZ,185,756,0,52.97,1599,3,929,NULL,396
33326692,2022-02-08 02:36:19.933,N,22100654,JDTL0550DN,189,492,182,30.83,1554,5,597,1747,66
33325918,2022-02-08 02:20:19.927,N,22100654,JDTL0550DN,189,492,182,30.83,1554,5,597,1747,0
33325857,2022-02-08 02:19:19.920,N,22200663,JDHST29EXZ,189,847,336,85.13,1555,2,847,1788,44
33325827,2022-02-08 02:18:49.910,N,22300697,JDHST29EXZ,185,756,0,52.97,1599,3,929,NULL,396
33325780,2022-02-08 02:17:49.920,N,22200663,JDHST29EXZ,189,847,336,0,0,2,847,1788,0
33325729,2022-02-08 02:16:49.903,N,22300697,JDHST29EXZ,185,756,0,52.97,0,3,929,NULL,0
33325601,2022-02-08 02:13:49.903,N,22400699,JDHST29EXZ,187,688,314,78.13,1566,1,1020,NULL,484
33325284,2022-02-08 02:07:49.913,N,22100654,JDTL0550DN,189,492,182,30.83,0,5,597,1747,0
33325218,2022-02-08 02:05:49.910,N,22100653,JDTL0550DN,188,492,110,325.73,1541,5,353,1753,66
33325176,2022-02-08 02:05:19.900,N,22300696,JDHST29EXZ,175,1340,0,56.22,1589,3,929,NULL,396
33325074,2022-02-08 02:03:19.903,N,22400699,JDHST29EXZ,187,688,314,78.13,0,1,1020,NULL,484
33324770,2022-02-08 01:56:49.940,N,22400699,JDHST29EXZ,187,688,314,85.95,0,4,1020,NULL,484
33324744,2022-02-08 01:56:49.923,N,22400699,JDHST29EXZ,187,688,314,85.95,0,4,1020,NULL,0
33324226,2022-02-08 01:46:19.900,N,22200662,JDHCG04B1N,184,1183,0,115.13,1579,2,1156,NULL,440
33324142,2022-02-08 01:44:49.900,N,22100654,JDTL0550DN,189,492,182,30.83,0,1,597,1747,0
33324050,2022-02-08 01:43:19.900,N,22200662,JDHCG04B1N,184,1183,0,115.13,1579,2,1156,NULL,440
33323562,2022-02-08 01:33:49.893,N,22100654,JDHST29EXZ,189,492,182,30.83,0,1,597,1747,0
33323100,2022-02-08 01:24:49.877,N,22300696,JDHST29EXZ,174,1340,0,56.22,1589,3,929,NULL,396
33322919,2022-02-08 01:21:19.873,N,22100653,JDTL0550DN,187,492,110,325.73,1541,5,353,1753,66
33322904,2022-02-08 01:20:49.873,N,22300696,JDTL0550DN,174,1340,0,0,0,3,929,NULL,0
33322842,2022-02-08 01:19:49.870,N,22400698,JDHST29EXZ,191,969,0,0,1536,4,993,NULL,396
33322456,2022-02-08 01:12:19.850,N,22100653,JDTL0550DN,187,492,110,325.73,0,5,353,1753,0
33322471,2022-02-08 01:12:19.850,N,22200662,JDHST29EXZ,184,1183,0,115.13,1579,2,1156,NULL,440
33322340,2022-02-08 01:10:19.910,N,22200662,JDHCG04B1N,184,1183,0,0,0,2,1156,NULL,0
33322089,2022-02-08 01:04:49.840,N,22100652,JDTL0550DN,191,821,0,39.03,1544,5,1320,NULL,110
33321958,2022-02-08 01:02:19.830,N,22200661,JDHCG04B1N,190,1154,127,158.17,1560,1,2819,NULL,418
33321404,2022-02-08 00:51:19.830,N,22400698,JDHST29EXZ,191,969,0,0,1536,4,993,NULL,396
33321103,2022-02-08 00:44:49.827,N,22200661,JDHCG04B1N,189,1154,127,158.17,1560,1,2819,NULL,418
33320657,2022-02-08 00:36:19.833,N,22200661,JDHST29EXZ,189,1154,127,158.17,0,1,2819,NULL,418
33320608,2022-02-08 00:35:19.820,N,22100653,JDTL0550DN,188,492,110,0,0,1,353,1753,0
33320578,2022-02-08 00:34:49.820,N,22100653,JDTL0550DN,188,492,110,0,0,1,353,1753,0
33320560,2022-02-08 00:34:19.810,N,22100652,JDTL0550DN,190,821,0,39.03,1544,5,1320,NULL,110
33320509,2022-02-08 00:33:19.807,N,22200661,JDHST29EXZ,189,1154,127,140.75,1597,2,849,NULL,418
33320434,2022-02-08 00:31:49.807,N,22400698,JDTL0550DN,191,969,0,0,0,4,993,NULL,0
33320293,2022-02-08 00:29:19.810,N,22300695,JDHST29EXZ,181,1010,0,61.05,1571,3,1108,NULL,396
33319979,2022-02-08 00:23:19.803,N,22300695,JDHST29EXZ,181,1010,0,61.05,1571,3,1108,NULL,396
33319870,2022-02-08 00:21:19.803,N,22200661,JDHST29EXZ,189,1154,127,140.75,1597,2,849,NULL,418
33319822,2022-02-08 00:20:19.803,N,22100652,JDTL0550DN,190,821,0,39.03,0,5,1320,NULL,110
33319671,2022-02-08 00:17:19.810,N,22200660,JDTL0550DN,184,1128,0,38.02,1551,5,846,1785,66
33319276,2022-02-08 00:09:19.780,N,22200661,JDHST29EXZ,189,1154,127,0,1597,2,849,NULL,418
33319144,2022-02-08 00:07:19.797,N,22300694,JDHST29EXZ,202,1090,0,106.4,1580,1,1216,NULL,396
33318980,2022-02-08 00:03:49.797,N,22200661,JDHST29EXZ,189,1154,127,0,0,2,849,NULL,0
33318773,2022-02-07 23:59:49.780,N,22300695,JDHST29EXZ,181,1010,0,167.17,1571,3,1108,NULL,396
33318639,2022-02-07 23:57:19.797,N,22300695,JDTL0550DN,181,1010,0,167.17,0,3,1108,NULL,0
33318471,2022-02-07 23:53:49.783,N,22400697,JDHST29EXZ,188,690,157,40.93,1594,4,1017,NULL,440
33318277,2022-02-07 23:50:19.790,N,22200660,JDTL0550DN,184,1128,0,38.02,1551,5,846,1785,66
33317171,2022-02-07 23:26:49.770,N,22400697,JDHST29EXZ,188,690,157,40.93,1594,4,1017,NULL,440
33317007,2022-02-07 23:23:19.753,N,22400697,JDTL0550DN,188,690,157,0,0,4,1017,NULL,0
33316870,2022-02-07 23:20:49.760,N,22400696,JDHST29EXZ,196,1100,0,32.7,1597,4,1012,212,440
33316850,2022-02-07 23:20:19.777,N,22300694,JDHST29EXZ,200,1090,0,106.4,1580,1,1216,NULL,396
33316840,2022-02-07 23:20:19.763,N,22200660,JDTL0550DN,184,1128,0,38.02,0,5,846,1785,66
33316765,2022-02-07 23:18:49.760,N,22200659,JDTL0550DN,190,1181,0,64.87,1550,5,814,2877,88
33316642,2022-02-07 23:16:19.757,N,22100652,JDTL0550DN,190,821,0,45.63,1589,1,1212,NULL,110
33316483,2022-02-07 23:13:19.743,N,22100652,JDTL0550DN,190,821,0,45.63,1589,1,1212,NULL,0
33316324,2022-02-07 23:09:49.750,N,22300694,JDHST29EXZ,200,1090,0,0,1586,3,927,NULL,396
33316293,2022-02-07 23:09:19.737,N,22100652,JDTL0550DN,190,821,0,0,0,1,1212,NULL,0
33315797,2022-02-07 23:00:49.747,N,22300694,JDHST29EXZ,200,1090,0,0,1586,3,927,NULL,396
33315592,2022-02-07 22:55:49.730,N,22100651,JDHST29EXZ,85,1329,0,42.82,1619,1,1090,161,418
33315518,2022-02-07 22:54:49.733,N,22200660,JDTL0550DN,184,1128,0,52.08,0,2,846,1785,66
33315487,2022-02-07 22:54:19.733,N,22200660,JDTL0550DN,184,1128,0,0.8,0,2,846,1785,0
33315482,2022-02-07 22:54:19.730,N,22300694,JDHST29EXZ,200,1090,0,0,0,3,927,NULL,0
33314700,2022-02-07 22:37:49.707,N,22400696,JDHST29EXZ,195,1100,0,32.7,1597,4,1012,212,440
33314418,2022-02-07 22:31:49.693,N,22200659,JDTL0550DN,190,1181,0,64.87,1550,5,814,2877,88
33314327,2022-02-07 22:29:49.697,N,22200659,JDTL0550DN,190,1181,0,64.87,0,5,814,2877,0
33314167,2022-02-07 22:26:19.687,N,22300692,JDTL0550DN,189,490,0,0,1532,5,1040,1578,22
33314103,2022-02-07 22:24:49.687,N,22400696,JDHST29EXZ,195,1100,0,32.7,1597,4,1012,212,0
33314008,2022-02-07 22:23:19.683,N,22400696,JDTL0550DN,195,1100,0,32.7,1597,4,1012,212,0
33313921,2022-02-07 22:21:19.680,N,22300693,JDHST29EXZ,209,0,1359,0,1622,3,1040,186,396
33313855,2022-02-07 22:20:19.677,N,22100651,JDHST29EXZ,85,1329,0,42.82,1619,1,1090,161,418
33313406,2022-02-07 22:11:19.677,N,22300693,JDHST29EXZ,209,0,1359,0,1622,3,1040,186,396
33313009,2022-02-07 22:04:49.663,N,22100651,JDHST29EXZ,85,1329,0,0,1619,1,1090,161,0
33312866,2022-02-07 22:03:19.680,N,22300692,JDTL0550DN,188,490,0,0,1532,5,1040,1578,22
33312799,2022-02-07 22:01:49.670,N,22100651,JDTL0550DN,85,1329,0,0,0,1,1090,161,0
33312442,2022-02-07 21:55:19.673,N,22100650,JDHCG04B1N,200,1184,0,279.65,1617,1,NULL,NULL,440
33311740,2022-02-07 21:41:49.740,N,22100650,JDHCG04B1N,199,1184,0,0,1617,1,NULL,NULL,440
33311731,2022-02-07 21:41:49.667,N,22300693,JDHCG04B1N,209,0,1359,0,1622,3,1040,186,396
33311683,2022-02-07 21:40:49.670,N,22300692,JDTL0550DN,188,490,0,0,1532,5,1040,1578,0
33311653,2022-02-07 21:40:19.663,N,22400695,JDHCG04B1N,185,1470,0,79.6,1644,4,904,204,396
33311529,2022-02-07 21:37:49.743,N,22200659,JDTL0550DN,190,1181,0,64.87,0,2,814,2877,0
33311511,2022-02-07 21:37:49.670,N,22200659,JDTL0550DN,190,1181,0,64.87,0,2,814,2877,0
33311434,2022-02-07 21:36:19.663,N,22300693,JDHST29EXZ,209,0,1359,0,0,3,1040,186,0
33311145,2022-02-07 21:31:19.653,N,22300692,JDTL0550DN,188,490,0,0,0,5,1040,1578,0
33310914,2022-02-07 21:27:19.650,N,22200657,JDTL0550DN,198,1372,0,36.93,1598,5,1156,1687,22
33310255,2022-02-07 21:12:49.627,N,22100650,JDHCG04B1N,199,1184,0,0,1617,1,NULL,NULL,0
33309939,2022-02-07 21:06:49.633,N,22400695,JDHCG04B1N,185,1470,0,79.6,1644,4,904,204,396
33309875,2022-02-07 21:05:49.627,N,22100650,JDTL0550DN,199,1184,0,0,0,1,NULL,NULL,0
33309851,2022-02-07 21:04:49.630,N,22400695,JDHCG04ACN,185,1470,0,79.6,0,4,904,204,0
33309492,2022-02-07 20:58:19.620,N,22200658,JDHCG04B1N,202,1176,0,52.97,1606,2,1159,NULL,396
33309445,2022-02-07 20:57:19.623,N,22200657,JDTL0550DN,197,1372,0,36.93,1598,5,1156,1687,22
33308796,2022-02-07 20:41:49.623,N,22200657,JDTL0550DN,197,1372,0,36.93,0,5,1156,1687,22
33308765,2022-02-07 20:41:49.610,N,22100648,JDTL0550DN,195,907,145,1275.87,1531,5,594,1748,110
33308708,2022-02-07 20:40:49.607,N,22200658,JDHCG04B1N,201,1176,0,52.97,1606,2,1159,NULL,396
33308684,2022-02-07 20:40:19.607,N,22400694,JDHCG04B1N,194,1160,0,37.97,1574,4,900,NULL,396
33308393,2022-02-07 20:34:19.743,N,22300692,JDHST29EXZ,188,490,0,0,0,3,1040,1578,0
33308370,2022-02-07 20:34:19.617,N,22300692,JDHST29EXZ,188,490,0,0,0,3,1040,1578,0
33308213,2022-02-07 20:30:49.687,N,22100649,JDHST29EXZ,193,1253,0,0,0,1,2909,NULL,418
33308182,2022-02-07 20:30:49.617,N,22100649,JDHST29EXZ,193,1253,0,0,0,1,2909,NULL,418
33307838,2022-02-07 20:24:19.600,N,22200658,JDHCG04B1N,201,1176,0,52.97,1606,2,1159,NULL,0
33307739,2022-02-07 20:22:19.590,N,22400694,JDHCG04B1N,194,1160,0,37.97,1574,4,900,NULL,396
33307631,2022-02-07 20:19:49.587,N,22200658,JDTL0550DN,201,1176,0,0,0,2,1159,NULL,0
33307471,2022-02-07 20:16:49.580,N,22100649,JDHST29EXZ,193,1253,0,0,1581,1,1314,NULL,418
33307198,2022-02-07 20:11:19.563,N,22100648,JDTL0550DN,194,907,145,1275.87,1531,5,594,1748,110
33306611,2022-02-07 19:59:19.563,N,22400694,JDHST29EXZ,194,1160,0,37.97,1574,4,900,NULL,396
33306322,2022-02-07 19:54:19.557,N,22100648,JDTL0550DN,194,907,145,1275.87,0,5,594,1748,110
33306240,2022-02-07 19:52:19.560,N,22400694,JDHST29EXZ,194,1160,0,37.97,1574,4,900,NULL,792
33306160,2022-02-07 19:50:49.560,N,22300689,JDTL0550DN,171,599,0,90.32,1520,5,772,1773,396
33306139,2022-02-07 19:50:19.557,N,22400694,JDHST29EXZ,194,1160,0,0,0,4,900,NULL,0
33306108,2022-02-07 19:49:49.560,N,22300691,JDHST29EXZ,214,1040,0,0,1580,3,1040,NULL,396
33305945,2022-02-07 19:46:49.557,N,22100649,JDHST29EXZ,193,1253,0,0,1581,1,1314,NULL,418
33305750,2022-02-07 19:42:19.550,N,22100649,JDTL0550DN,193,1253,0,0,0,1,1314,NULL,0
33305486,2022-02-07 19:36:49.540,N,22200657,JDTL0550DN,197,1372,0,53.58,1596,2,1156,1476,22
33305070,2022-02-07 19:28:19.533,N,22200657,JDTL0550DN,197,1372,0,53.58,1596,2,1156,1476,22
33304590,2022-02-07 19:18:19.527,N,22300691,JDHST29EXZ,214,1040,0,0,1580,3,1040,NULL,396
33304501,2022-02-07 19:16:49.530,N,22200657,JDTL0550DN,197,1372,0,0,0,2,1156,1476,0
33304414,2022-02-07 19:14:49.527,N,22100648,JDTL0550DN,194,907,145,1275.87,0,1,594,1748,110
33304398,2022-02-07 19:14:19.527,N,22100648,JDTL0550DN,194,907,145,1275.87,0,1,594,1748,110
33304313,2022-02-07 19:12:49.517,N,22400693,JDHST29EXZ,189,1070,0,0,1565,4,803,NULL,396
33304249,2022-02-07 19:11:49.520,N,22300691,JDHST29EXZ,214,1040,0,0,0,3,1040,NULL,0
33304173,2022-02-07 19:10:19.520,N,22300689,JDTL0550DN,171,599,0,90.32,1520,5,772,1773,396
33303218,2022-02-07 18:49:49.497,N,22200656,JDHCG04ACN,206,1059,0,0,1572,1,2441,NULL,418
33303090,2022-02-07 18:48:19.500,N,22300689,JDTL0550DN,171,599,0,90.32,0,5,772,1773,396
33302885,2022-02-07 18:43:49.500,N,22400693,JDHST29EXZ,189,1070,0,0,1565,4,803,NULL,396
33302660,2022-02-07 18:39:19.493,N,22100645,JDTL0550DN,201,1036,0,62.37,1572,5,1927,2130,22
33302394,2022-02-07 18:34:19.483,N,22200656,JDHCG04ACN,206,1059,0,0,1572,1,2441,NULL,418
33302389,2022-02-07 18:33:49.490,N,22200656,JDHCG04ACN,206,1059,0,0,0,1,2441,NULL,418
33302268,2022-02-07 18:30:49.493,N,22100648,JDTL0550DN,194,907,145,0,0,1,594,1748,110
33302149,2022-02-07 18:29:19.497,N,22100648,JDTL0550DN,194,907,145,0,0,1,594,1748,0
33302036,2022-02-07 18:26:49.530,N,22200656,JDHCG04ACN,206,1059,0,0,1565,2,1156,NULL,418
33302025,2022-02-07 18:26:49.513,N,22300690,JDHST29EXZ,190,720,0,79.32,1572,3,1037,NULL,440
33302015,2022-02-07 18:26:49.497,N,22400693,JDHST29EXZ,189,1070,0,0,1565,4,803,NULL,0
33301124,2022-02-07 18:10:19.460,N,22200656,JDHST29EXZ,206,1059,0,0,1565,2,1156,NULL,418
33300920,2022-02-07 18:06:19.470,N,22200656,JDTL0550DN,206,1059,0,0,0,2,1156,NULL,0
33300904,2022-02-07 18:06:19.460,N,22100647,JDHST29EXZ,182,877,285,426.77,1541,1,1420,NULL,418
33300753,2022-02-07 18:03:22.037,N,22100645,JDTL0550DN,201,1036,0,62.37,1572,5,1927,2130,22
33300413,2022-02-07 17:56:49.453,N,22300690,JDHST29EXZ,190,720,0,79.32,1572,3,1037,NULL,440
33300235,2022-02-07 17:53:49.460,N,22100645,JDTL0550DN,201,1036,0,62.37,0,5,1927,2130,22
33300158,2022-02-07 17:52:49.457,N,22300690,JDHST29EXZ,190,720,0,79.32,0,3,1037,NULL,0
33300126,2022-02-07 17:52:19.453,N,22300689,JDTL0550DN,171,599,0,90.32,1578,3,489,1773,396
33300021,2022-02-07 17:50:49.473,N,22300689,JDTL0550DN,171,599,0,90.32,1578,3,489,1773,0
33300017,2022-02-07 17:50:49.460,N,22100647,JDHST29EXZ,182,877,285,426.77,1541,1,1420,NULL,418
33299767,2022-02-07 17:45:19.437,N,22400692,JDHST29EXZ,182,868,0,105.23,1582,4,1010,NULL,396
33299693,2022-02-07 17:44:19.447,N,22100646,JDTL0550DN,187,1137,0,118.57,1539,5,1688,3507,110
33298808,2022-02-07 17:28:49.423,N,22100647,JDHST29EXZ,182,877,285,0,1541,1,1420,NULL,418
33298623,2022-02-07 17:25:19.423,N,22400692,JDHST29EXZ,183,868,0,105.23,1582,4,1010,NULL,396
33298571,2022-02-07 17:24:19.417,N,22100647,JDTL0550DN,182,877,285,0,0,1,1420,NULL,0
33298444,2022-02-07 17:21:49.403,N,22200655,JDHCG04ACN,189,1165,24,212.77,1585,2,1159,NULL,418
33298361,2022-02-07 17:20:19.403,N,22200655,JDHCG04ACN,189,1165,24,212.77,1585,2,1159,NULL,418
33297912,2022-02-07 17:13:19.390,N,22100646,JDTL0550DN,186,1137,0,118.57,1539,5,1688,3507,110
33297717,2022-02-07 17:09:49.420,N,22400692,JDHST29EXZ,183,868,0,0,0,4,1010,NULL,0
33297579,2022-02-07 17:07:19.397,N,22100646,JDTL0550DN,186,1137,0,118.57,0,5,1688,3507,110
33297515,2022-02-07 17:06:19.400,N,22400691,JDHST29EXZ,193,850,163,76.15,1539,4,1021,NULL,396
33297504,2022-02-07 17:06:19.397,N,22100645,JDTL0550DN,201,1036,0,62.37,0,5,1927,2130,22
33297483,2022-02-07 17:05:49.417,N,22100645,JDTL0550DN,201,1036,0,62.37,0,5,1927,2130,22
33297392,2022-02-07 17:04:19.393,N,22300689,JDHCG04ACN,171,599,0,90.32,0,3,489,1773,0
33296638,2022-02-07 16:49:49.393,N,22200655,JDHST29EXZ,189,1165,24,212.77,1585,2,1159,NULL,418
33296398,2022-02-07 16:44:19.387,N,22200655,JDTL0550DN,189,1165,24,212.77,0,2,1159,NULL,0
33296337,2022-02-07 16:43:19.390,N,22400690,JDTL0550DN,187,874,0,61.93,0,5,1696,3153,22
33296329,2022-02-07 16:43:19.387,N,22400690,JDTL0550DN,187,874,0,61.93,0,5,1696,3153,22
33296238,2022-02-07 16:41:19.380,N,22400690,JDTL0550DN,187,874,0,61.93,1559,5,1347,2805,22
33295399,2022-02-07 16:22:19.357,N,22200654,JDHST29EXZ,190,1119,0,54.17,1572,1,2337,NULL,418
33295333,2022-02-07 16:20:49.360,N,22200654,JDHST29EXZ,190,1119,0,54.17,1572,1,2337,NULL,418
33295085,2022-02-07 16:15:19.347,N,22400691,JDHST29EXZ,193,850,163,76.15,1539,4,1021,NULL,396
33294939,2022-02-07 16:12:19.350,N,22400690,JDTL0550DN,187,874,0,61.93,1559,5,1347,2805,22
33294895,2022-02-07 16:11:19.350,N,22200654,JDHST29EXZ,190,1119,0,54.17,0,1,2337,NULL,418
33294754,2022-02-07 16:07:49.357,N,22100646,JDTL0550DN,186,1137,0,0,0,1,1688,3507,110
33294630,2022-02-07 16:04:49.347,N,22200654,JDHST29EXZ,190,1119,0,54.17,1601,2,1156,NULL,418
33294601,2022-02-07 16:04:19.350,N,22400691,JDHST29EXZ,193,850,163,76.15,0,4,1021,NULL,396
33294586,2022-02-07 16:03:49.353,N,22100646,JDTL0550DN,186,1137,0,0,0,1,1688,3507,0
33294368,2022-02-07 15:59:49.353,N,22300688,JDHST29EXZ,187,824,45,161.05,1569,4,1650,NULL,396
33294337,2022-02-07 15:59:19.357,N,22300688,JDHST29EXZ,187,824,45,161.05,1569,4,1650,NULL,396
33294270,2022-02-07 15:58:19.360,N,22400690,JDTL0550DN,187,874,0,61.93,0,5,1347,2805,22
33294203,2022-02-07 15:56:49.367,N,22300688,JDHST29EXZ,187,824,45,161.05,0,4,1650,NULL,396
33294178,2022-02-07 15:56:19.357,N,22400691,JDHST29EXZ,193,850,163,76.15,0,4,1021,NULL,396
33294116,2022-02-07 15:54:49.363,N,22300688,JDHST29EXZ,187,824,45,161.05,1603,3,1040,NULL,396
33294089,2022-02-07 15:54:19.360,N,22100645,JDTL0550DN,201,1036,0,62.37,1581,5,1090,1755,22
33293909,2022-02-07 15:50:19.367,N,22400691,JDHST29EXZ,193,850,163,76.15,0,4,1021,NULL,0
33293260,2022-02-07 15:35:49.343,N,22200654,JDHST29EXZ,190,1119,0,54.17,1601,2,1156,NULL,418
33293171,2022-02-07 15:33:49.323,N,22200654,JDHST29EXZ,190,1119,0,54.17,0,2,1156,NULL,0
33292540,2022-02-07 15:19:19.310,N,22300688,JDHST29EXZ,187,824,45,161.05,1603,3,1040,NULL,396
33292476,2022-02-07 15:17:49.320,N,22300687,JDHST29EXZ,197,971,0,0,1555,1,1770,NULL,396
33292427,2022-02-07 15:16:49.313,N,22100645,JDTL0550DN,200,1036,0,62.37,1581,5,1090,1755,22
33292335,2022-02-07 15:14:49.307,N,22300688,JDTL0550DN,187,824,45,161.05,0,3,1040,NULL,0
33292209,2022-02-07 15:12:19.310,N,22100645,JDTL0550DN,200,1036,0,62.37,0,5,1090,1755,0
33291907,2022-02-07 15:04:19.297,N,22400690,JDTL0550DN,187,874,0,61.93,1554,4,1055,2805,22
33291845,2022-02-07 15:03:19.280,N,22300687,JDHST29EXZ,197,971,0,0,1555,1,1770,NULL,396
33291656,2022-02-07 14:58:49.290,N,22300687,JDHST29EXZ,197,971,0,0,0,1,1770,NULL,396
33291476,2022-02-07 14:53:49.307,N,22200653,JDHCG04ACN,192,1446,116,0,1560,2,846,NULL,418
33291467,2022-02-07 14:53:49.277,N,22100645,JDTL0550DN,200,1036,0,62.37,0,1,1090,1755,0
33291439,2022-02-07 14:53:19.283,N,22100645,JDHST29EXZ,200,1036,0,62.37,0,1,1090,1755,0
33291378,2022-02-07 14:51:49.273,N,22300687,JDHST29EXZ,197,971,0,0,0,5,1770,NULL,396
33291358,2022-02-07 14:51:19.277,N,22300687,JDHST29EXZ,197,971,0,0,0,5,1770,NULL,396
33291307,2022-02-07 14:50:19.270,N,22400690,JDTL0550DN,187,874,0,61.93,1554,4,1055,2805,22
33290991,2022-02-07 14:43:19.263,N,22400690,JDHWT43AHZ,187,874,0,0,0,4,1055,2805,0
33290947,2022-02-07 14:41:49.260,N,22300687,JDHST29EXZ,197,971,0,0,1557,5,930,NULL,396
33290893,2022-02-07 14:41:19.257,N,22200653,JDHCG04ACN,192,1446,116,0,1560,2,846,NULL,418
33290209,2022-02-07 14:26:49.257,N,22200653,JDHST29EXZ,192,1446,116,0,1560,2,846,NULL,418
33289834,2022-02-07 14:18:19.250,N,22200653,JDHST29EXZ,192,1446,116,0,1560,2,846,NULL,0
33289768,2022-02-07 14:16:49.243,N,22200653,JDTL0550DN,192,1446,116,0,0,2,846,NULL,0
33289726,2022-02-07 14:15:49.243,N,22300687,JDHST29EXZ,197,971,0,0,1557,5,930,NULL,396
33289325,2022-02-07 14:07:19.247,N,22100644,JDHST29EXZ,196,1026,0,45.08,1603,1,1090,NULL,396
33289082,2022-02-07 14:01:19.243,N,22300687,JDHST29EXZ,197,971,0,0,0,5,930,NULL,396
